time, 2843ad924d2001b5, 289329dd4d2001df, 288b18924d200116
1631143713.638798, 79.02, 79.47, 79.02
1631143714.4853175, 79.02, 79.47, 79.02
1631143715.3321986, 79.14, 79.47, 79.02
1631143716.1788669, 79.02, 79.47, 79.02
1631143717.0254593, 79.02, 79.47, 79.02
